时间,2月12日,,,,,,,,,
省份,四川省,,,,,,,,,
累计确诊病例,451,重症,0,危重,17,死亡,1,出院,93,
确诊病例中,成都市,131,南充市,35,广安市,30,绵阳市,22,内江市,21,自贡市,9,达州市,36,巴中市,22,攀枝花市,13,德阳市,17,宜宾市,11,泸州市,19,遂宁市,10,雅安市,7,甘孜州,37,凉山州,10,广元市,6,乐山市,3,眉山市,8,资阳市,3,阿坝州,1,
重症病例中,,,,,,,,,,
危重病例中,,,,,,,,,,
死亡病例中,成都市,1,,,,,,,,
出院病例中,成都市,31,绵阳市,4,广安市,5,泸州市,2,遂宁市,4,广元市,1,宜宾市,3,南充市,3,达州市,5,眉山市,1,自贡市,2,攀枝花市,8,内江市,3,雅安市,2,巴中市,1,甘孜州,3,资阳市,1,凉山州,1,
累计追踪密切接触者,5480,解除医学观察,9223,正在接受医学观察,5480,疑似病例,-1,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
原始数据链接1,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/2/13/dc069d3b4f5c4db5b793a8e507c0a60d.shtml,,,,,,,,,
原始数据链接2,https://baijiahao.baidu.com/s?id=1657508842790022068&wfr=spider&for=pc,,,,,,,,,
