时间,2月3日,,,,,,,,,
省份,四川省,,,,,,,,,
累计确诊病例,282,重症,0,危重,13,死亡,1,出院,14,
确诊病例中,成都市,87,南充市,27,广安市,24,绵阳市,17,内江市,15,自贡市,9,达州市,13,巴中市,12,攀枝花市,10,德阳市,12,宜宾市,7,泸州市,9,遂宁市,5,雅安市,5,甘孜州,8,凉山州,6,广元市,6,乐山市,2,眉山市,5,资阳市,2,阿坝州,1,
重症病例中,,,,,,,,,,
危重病例中,,,,,,,,,,
死亡病例中,成都市,1,,,,,,,,
出院病例中,成都市,1,绵阳市,1,广安市,1,遂宁市,1,达州市,1,,,,,,,
累计追踪密切接触者,6623,解除医学观察,622,正在接受医学观察,6176,疑似病例,-1,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
原始数据链接1,http://wsjkw.sc.gov.cn/scwsjkw/gzbd01/2020/2/4/6b5b84af69c843c0b97400c6aa75f9a3.shtml,,,,,,,,,
原始数据链接2,https://baijiahao.baidu.com/s?id=1657508842790022068&wfr=spider&for=pc,,,,,,,,,
