时间,2月5日,,,,,,,,,
省份,浙江省,,,,,,,,,
累计确诊病例,954,重症,66,危重,15,死亡,0,出院,81,
确诊病例中,杭州市,151,宁波市,126,温州市,396,湖州市,9,嘉兴市,30,绍兴市,33,金华市,47,衢州市,15,舟山市,7,台州市,124,丽水市,16,
重症病例中,杭州市,10,宁波市,7,温州市,24,湖州市,1,嘉兴市,2,绍兴市,8,金华市,3,衢州市,2,舟山市,1,台州市,7,丽水市,2,
危重病例中,,,,,,,,,,
死亡病例中,,,,,,,,,,
出院病例中,杭州市,15,宁波市,6,温州市,28,湖州市,1,绍兴市,3,金华市,8,衢州市,2,舟山市,3,台州市,14,丽水市,1,
累计追踪密切接触者,20191,解除医学观察,5407,正在接受医学观察,13979,疑似病例,-1,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
原始数据链接1,http://www.blueskyinfo.com.cn/wjwApp/webinfo/infoDetail.do?infoIds=E3BE035E1EEA087FC952B932BF6EAAAF44442DEA1F0705A9427BE8A6FBA361BBF6B28BBA61E21C25,,,,,,,,,
原始数据链接2,,,,,,,,,,
